camera,path,label,split,Latitude,Longitude,Month,Hour,category,prediction
9483,/gpfs/scratch/hc4549/weather/9483/20130705_195410.jpg,49,train,50.1065184167,8.67800682695,7,23,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20130826_140931.jpg,48,train,33.7497447444,-84.3883686381,8,5,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130407_033644.jpg,33,train,47.441685,8.620672,4,3,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140723_172228.jpg,54,train,47.0675219,7.0999358,7,19,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130621_161407.jpg,54,train,57.6333,18.3,6,14,Many,
162,/gpfs/scratch/hc4549/weather/162/20131130_193832.jpg,38,train,41.9797,-88.4061,11,12,Many,
162,/gpfs/scratch/hc4549/weather/162/20130616_000833.jpg,58,train,41.9797,-88.4061,6,14,Many,
684,/gpfs/scratch/hc4549/weather/684/20140630_091153.jpg,48,train,37.2979,-79.9877,6,1,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20130430_154229.jpg,44,train,42.2480919,3.1227702,4,16,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140205_031532.jpg,57,train,-30.0342535017,-51.2312071242,2,1,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20131023_063030.jpg,50,train,32.231328037,-110.946649929,10,21,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20110612_144002.jpg,51,train,49.1,10.75,6,17,Many,
204,/gpfs/scratch/hc4549/weather/204/20130611_041953.jpg,54,train,41.702494694,-86.2378195222,6,19,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20131208_211408.jpg,29,train,57.6333,18.3,12,19,Medium,
623,/gpfs/scratch/hc4549/weather/623/20130802_021149.jpg,61,train,29.272958,-94.85084,8,17,Medium,
162,/gpfs/scratch/hc4549/weather/162/20140624_223840.jpg,60,train,41.9797,-88.4061,6,15,Medium,
5020,/gpfs/scratch/hc4549/weather/5020/20140411_121532.jpg,56,train,-30.0342535017,-51.2312071242,4,10,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130912_172709.jpg,49,train,-34.5806593772,-58.4284707051,9,13,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130609_210842.jpg,47,train,49.7724798,9.9584878,6,21,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130424_122421.jpg,42,train,47.3645089866,7.15401294173,4,10,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140413_152221.jpg,47,train,47.0675219,7.0999358,4,13,Many,
684,/gpfs/scratch/hc4549/weather/684/20130227_214148.jpg,39,train,37.2979,-79.9877,2,15,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20121119_043559.jpg,50,train,19.1998222193,-96.1388478948,11,23,Many,
623,/gpfs/scratch/hc4549/weather/623/20130530_154201.jpg,57,train,29.272958,-94.85084,5,8,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130101_072356.jpg,46,train,28.7540844,-17.8861498,1,8,Many,
623,/gpfs/scratch/hc4549/weather/623/20130831_041150.jpg,58,train,29.272958,-94.85084,8,19,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20131008_092412.jpg,46,train,50.1065184167,8.67800682695,10,12,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130525_185418.jpg,33,train,47.3645089866,7.15401294173,5,21,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130130_141012.jpg,33,train,44.08473,-66.1834478,1,11,Many,
4679,/gpfs/scratch/hc4549/weather/4679/20140919_171016.jpg,50,train,49.5847611497,9.36662846022,9,19,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20131123_073920.jpg,45,train,33.7497447444,-84.3883686381,11,0,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130501_155315.jpg,47,train,46.948,7.44815,5,18,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20110513_171002.jpg,49,train,49.1,10.75,5,17,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20111214_134002.jpg,38,train,49.1,10.75,12,16,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130212_001408.jpg,27,train,57.6333,18.3,2,2,Medium,
19388,/gpfs/scratch/hc4549/weather/19388/20130107_141405.jpg,30,train,57.6333,18.3,1,12,Many,
623,/gpfs/scratch/hc4549/weather/623/20140422_064149.jpg,50,train,29.272958,-94.85084,4,0,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130906_092321.jpg,47,train,46.948,7.44815,9,7,Many,
623,/gpfs/scratch/hc4549/weather/623/20140728_081154.jpg,58,train,29.272958,-94.85084,7,0,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130317_140642.jpg,35,train,47.441685,8.620672,3,11,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140416_014530.jpg,50,train,-30.0342535017,-51.2312071242,4,23,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20131031_025406.jpg,31,train,50.1065184167,8.67800682695,10,6,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20130816_114537.jpg,47,train,-30.0342535017,-51.2312071242,8,12,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20131116_210549.jpg,58,train,19.1998222193,-96.1388478948,11,12,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20131212_213918.jpg,37,train,33.7497447444,-84.3883686381,12,14,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130827_223647.jpg,56,train,46.82261667,-71.21337891,8,20,Many,
162,/gpfs/scratch/hc4549/weather/162/20140411_010831.jpg,49,train,41.9797,-88.4061,4,15,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20131020_110640.jpg,41,train,47.441685,8.620672,10,8,Many,
623,/gpfs/scratch/hc4549/weather/623/20140906_231152.jpg,60,train,29.272958,-94.85084,9,14,Medium,
684,/gpfs/scratch/hc4549/weather/684/20130308_231146.jpg,40,train,37.2979,-79.9877,3,15,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20131215_000803.jpg,31,train,47.6946284842,9.27217400644,12,0,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130601_064629.jpg,35,train,46.3833333,11.85,6,11,Many,
623,/gpfs/scratch/hc4549/weather/623/20140225_151158.jpg,46,train,29.272958,-94.85084,2,6,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130118_233845.jpg,25,train,49.7724798,9.9584878,1,2,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20120322_212406.jpg,37,train,47.3645089866,7.15401294173,3,19,Many,
1093,/gpfs/scratch/hc4549/weather/1093/20140825_122410.jpg,51,train,42.9675258075,-85.8862860319,8,4,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130629_084656.jpg,61,train,32.231328037,-110.946649929,6,0,Medium,
17244,/gpfs/scratch/hc4549/weather/17244/20130914_083550.jpg,54,train,19.1998222193,-96.1388478948,9,5,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140401_093246.jpg,42,train,28.2441768,-82.7192671,4,1,Many,
162,/gpfs/scratch/hc4549/weather/162/20130215_153831.jpg,25,train,41.9797,-88.4061,2,8,Medium,
10870,/gpfs/scratch/hc4549/weather/10870/20130615_123801.jpg,52,train,47.6946284842,9.27217400644,6,12,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20131021_010641.jpg,41,train,47.441685,8.620672,10,0,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130918_043648.jpg,43,train,47.441685,8.620672,9,4,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20131207_092213.jpg,28,train,47.0675219,7.0999358,12,9,Medium,
19388,/gpfs/scratch/hc4549/weather/19388/20130417_114406.jpg,43,train,57.6333,18.3,4,14,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20130628_073927.jpg,53,train,33.7497447444,-84.3883686381,6,0,Many,
623,/gpfs/scratch/hc4549/weather/623/20120930_144148.jpg,52,train,29.272958,-94.85084,9,7,Many,
623,/gpfs/scratch/hc4549/weather/623/20121127_004216.jpg,46,train,29.272958,-94.85084,11,17,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20110222_151002.jpg,29,train,49.1,10.75,2,15,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20110913_145406.jpg,47,train,47.3645089866,7.15401294173,9,17,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130125_035700.jpg,50,train,-34.5806593772,-58.4284707051,1,23,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20131210_185405.jpg,49,train,28.7540844,-17.8861498,12,19,Many,
5021,/gpfs/scratch/hc4549/weather/5021/20130816_034629.jpg,35,train,-30.0343080145,-51.2312634505,8,4,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20120622_104016.jpg,52,train,33.7497447444,-84.3883686381,6,3,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140909_105225.jpg,50,train,47.0675219,7.0999358,9,10,Many,
623,/gpfs/scratch/hc4549/weather/623/20140206_081156.jpg,34,train,29.272958,-94.85084,2,0,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130120_065424.jpg,29,train,47.3645089866,7.15401294173,1,9,Medium,
18590,/gpfs/scratch/hc4549/weather/18590/20130908_060931.jpg,52,train,33.7497447444,-84.3883686381,9,0,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20131024_093807.jpg,40,train,47.6946284842,9.27217400644,10,9,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130217_230959.jpg,47,train,28.7540844,-17.8861498,2,20,Many,
4801,/gpfs/scratch/hc4549/weather/4801/20110915_101003.jpg,45,train,49.1,10.75,9,10,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130219_190834.jpg,29,train,49.7724798,9.9584878,2,19,Medium,
3837,/gpfs/scratch/hc4549/weather/3837/20130908_035220.jpg,46,train,47.0675219,7.0999358,9,3,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20130817_135225.jpg,57,train,47.0675219,7.0999358,8,13,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130919_035409.jpg,50,train,28.7540844,-17.8861498,9,7,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20140410_001531.jpg,52,train,-30.0342535017,-51.2312071242,4,22,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130709_031401.jpg,37,train,57.6333,18.3,7,1,Many,
19106,/gpfs/scratch/hc4549/weather/19106/20130910_033648.jpg,48,train,46.82261667,-71.21337891,9,23,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130706_053639.jpg,44,train,47.441685,8.620672,7,5,Many,
204,/gpfs/scratch/hc4549/weather/204/20140720_064945.jpg,47,train,41.702494694,-86.2378195222,7,0,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130319_101013.jpg,26,train,44.08473,-66.1834478,3,7,Medium,
162,/gpfs/scratch/hc4549/weather/162/20140518_120839.jpg,37,train,41.9797,-88.4061,5,2,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130130_120657.jpg,43,train,37.9843530112,23.7326566772,1,13,Many,
3297,/gpfs/scratch/hc4549/weather/3297/20130423_150125.jpg,37,train,49.7522678667,-125.296347435,4,7,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140812_065219.jpg,42,train,47.0675219,7.0999358,8,6,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130730_114636.jpg,51,train,38.9115347345,-97.212305746,7,6,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130123_065316.jpg,24,train,46.948,7.44815,1,9,Medium,
17244,/gpfs/scratch/hc4549/weather/17244/20121109_163550.jpg,57,train,19.1998222193,-96.1388478948,11,10,Many,
260,/gpfs/scratch/hc4549/weather/260/20130619_021551.jpg,52,train,39.6421,-78.9125,6,20,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20140523_063924.jpg,52,train,33.7497447444,-84.3883686381,5,0,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20130625_191529.jpg,47,train,-30.0342535017,-51.2312071242,6,17,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20120703_200936.jpg,63,train,33.7497447444,-84.3883686381,7,11,Medium,
10066,/gpfs/scratch/hc4549/weather/10066/20131206_132734.jpg,28,train,46.3833333,11.85,12,12,Medium,
8733,/gpfs/scratch/hc4549/weather/8733/20131107_203635.jpg,41,train,47.441685,8.620672,11,20,Many,
4679,/gpfs/scratch/hc4549/weather/4679/20140912_184025.jpg,44,train,49.5847611497,9.36662846022,9,21,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130804_114412.jpg,51,train,57.6333,18.3,8,14,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130722_132339.jpg,56,train,37.20861,-113.02028,7,4,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140516_233244.jpg,56,train,28.2441768,-82.7192671,5,15,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130603_141648.jpg,52,train,32.231328037,-110.946649929,6,4,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130104_002317.jpg,31,train,46.948,7.44815,1,0,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20131106_110806.jpg,40,train,47.6946284842,9.27217400644,11,11,Many,
623,/gpfs/scratch/hc4549/weather/623/20140516_234156.jpg,55,train,29.272958,-94.85084,5,16,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20131119_083840.jpg,32,train,49.7724798,9.9584878,11,12,Many,
623,/gpfs/scratch/hc4549/weather/623/20140318_184153.jpg,49,train,29.272958,-94.85084,3,11,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130704_134646.jpg,50,train,38.9115347345,-97.212305746,7,7,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20131025_175316.jpg,41,train,46.948,7.44815,10,20,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20130628_032416.jpg,41,train,50.1065184167,8.67800682695,6,6,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140814_113855.jpg,47,train,49.7724798,9.9584878,8,15,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20120904_155413.jpg,47,train,47.3645089866,7.15401294173,9,18,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20131130_051410.jpg,30,train,57.6333,18.3,11,3,Many,
260,/gpfs/scratch/hc4549/weather/260/20131113_081457.jpg,30,train,39.6421,-78.9125,11,2,Many,
260,/gpfs/scratch/hc4549/weather/260/20131012_181448.jpg,48,train,39.6421,-78.9125,10,11,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140705_023248.jpg,58,train,28.2441768,-82.7192671,7,18,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20131008_034406.jpg,43,train,57.6333,18.3,10,6,Many,
4679,/gpfs/scratch/hc4549/weather/4679/20140401_161017.jpg,48,train,49.5847611497,9.36662846022,4,18,Many,
684,/gpfs/scratch/hc4549/weather/684/20140209_071147.jpg,32,train,37.2979,-79.9877,2,0,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130816_061017.jpg,44,train,44.08473,-66.1834478,8,3,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130520_114646.jpg,48,train,32.231328037,-110.946649929,5,3,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20130225_040958.jpg,46,train,28.7540844,-17.8861498,2,7,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20131210_044226.jpg,31,train,42.2480919,3.1227702,12,5,Many,
684,/gpfs/scratch/hc4549/weather/684/20130628_124142.jpg,53,train,37.2979,-79.9877,6,6,Many,
684,/gpfs/scratch/hc4549/weather/684/20121022_164151.jpg,44,train,37.2979,-79.9877,10,10,Many,
861,/gpfs/scratch/hc4549/weather/861/20140803_220556.jpg,46,train,36.0579,-112.1255,8,11,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130321_132739.jpg,25,train,46.3833333,11.85,3,12,Medium,
3297,/gpfs/scratch/hc4549/weather/3297/20130511_223112.jpg,43,train,49.7522678667,-125.296347435,5,17,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20131231_095706.jpg,56,train,-34.5806593772,-58.4284707051,12,10,Many,
260,/gpfs/scratch/hc4549/weather/260/20130502_074459.jpg,40,train,39.6421,-78.9125,5,2,Many,
623,/gpfs/scratch/hc4549/weather/623/20140809_161201.jpg,59,train,29.272958,-94.85084,8,7,Medium,
9483,/gpfs/scratch/hc4549/weather/9483/20131119_025410.jpg,36,train,50.1065184167,8.67800682695,11,6,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130829_032705.jpg,45,train,-34.5806593772,-58.4284707051,8,23,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130507_150652.jpg,57,train,37.9843530112,23.7326566772,5,16,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20120811_152445.jpg,51,train,47.3645089866,7.15401294173,8,13,Many,
204,/gpfs/scratch/hc4549/weather/204/20130828_131951.jpg,55,train,41.702494694,-86.2378195222,8,4,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130526_192704.jpg,47,train,-34.5806593772,-58.4284707051,5,17,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130124_033658.jpg,37,train,37.9843530112,23.7326566772,1,4,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20121204_180558.jpg,53,train,19.1998222193,-96.1388478948,12,8,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130126_033656.jpg,38,train,37.9843530112,23.7326566772,1,4,Many,
684,/gpfs/scratch/hc4549/weather/684/20131201_204149.jpg,42,train,37.2979,-79.9877,12,14,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20130626_024533.jpg,41,train,-30.0342535017,-51.2312071242,6,23,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20121118_053922.jpg,41,train,33.7497447444,-84.3883686381,11,22,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20121202_160551.jpg,50,train,19.1998222193,-96.1388478948,12,7,Many,
260,/gpfs/scratch/hc4549/weather/260/20140108_024457.jpg,26,train,39.6421,-78.9125,1,22,Medium,
4679,/gpfs/scratch/hc4549/weather/4679/20140429_184015.jpg,41,train,49.5847611497,9.36662846022,4,22,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20121212_122414.jpg,22,train,47.3645089866,7.15401294173,12,10,Medium,
17218,/gpfs/scratch/hc4549/weather/17218/20130903_071013.jpg,45,train,44.08473,-66.1834478,9,4,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140416_125213.jpg,41,train,47.0675219,7.0999358,4,12,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130710_112317.jpg,50,train,46.948,7.44815,7,9,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20110809_085407.jpg,40,train,47.3645089866,7.15401294173,8,11,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20131127_014535.jpg,55,train,-30.0342535017,-51.2312071242,11,23,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130406_093839.jpg,31,train,49.7724798,9.9584878,4,12,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20131214_222412.jpg,32,train,50.1065184167,8.67800682695,12,21,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20130707_201228.jpg,62,train,42.2480919,3.1227702,7,21,Medium,
19388,/gpfs/scratch/hc4549/weather/19388/20130314_064412.jpg,28,train,57.6333,18.3,3,9,Medium,
4679,/gpfs/scratch/hc4549/weather/4679/20140716_001022.jpg,44,train,49.5847611497,9.36662846022,7,2,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130604_170757.jpg,50,train,47.6946284842,9.27217400644,6,17,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20130216_171408.jpg,31,train,57.6333,18.3,2,15,Many,
204,/gpfs/scratch/hc4549/weather/204/20140324_194950.jpg,28,train,41.702494694,-86.2378195222,3,12,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20111108_192405.jpg,36,train,47.3645089866,7.15401294173,11,17,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140826_102225.jpg,46,train,47.0675219,7.0999358,8,12,Many,
162,/gpfs/scratch/hc4549/weather/162/20131114_143829.jpg,30,train,41.9797,-88.4061,11,7,Many,
5020,/gpfs/scratch/hc4549/weather/5020/20131026_071536.jpg,48,train,-30.0342535017,-51.2312071242,10,5,Many,
162,/gpfs/scratch/hc4549/weather/162/20140310_013828.jpg,36,train,41.9797,-88.4061,3,18,Many,
4584,/gpfs/scratch/hc4549/weather/4584/20130622_060647.jpg,56,train,37.9843530112,23.7326566772,6,7,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130909_052708.jpg,47,train,-34.5806593772,-58.4284707051,9,3,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140410_030849.jpg,38,train,49.7724798,9.9584878,4,3,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130904_021015.jpg,45,train,44.08473,-66.1834478,9,23,Many,
9483,/gpfs/scratch/hc4549/weather/9483/20131111_025410.jpg,34,train,50.1065184167,8.67800682695,11,6,Many,
861,/gpfs/scratch/hc4549/weather/861/20140323_140553.jpg,26,train,36.0579,-112.1255,3,3,Medium,
623,/gpfs/scratch/hc4549/weather/623/20140101_104146.jpg,40,train,29.272958,-94.85084,1,3,Many,
11160,/gpfs/scratch/hc4549/weather/11160/20130221_042312.jpg,29,train,46.948,7.44815,2,2,Medium,
162,/gpfs/scratch/hc4549/weather/162/20130624_103834.jpg,51,train,41.9797,-88.4061,6,3,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140201_093246.jpg,46,train,28.2441768,-82.7192671,2,1,Many,
162,/gpfs/scratch/hc4549/weather/162/20131201_143837.jpg,30,train,41.9797,-88.4061,12,7,Many,
684,/gpfs/scratch/hc4549/weather/684/20140217_004157.jpg,31,train,37.2979,-79.9877,2,18,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130706_062727.jpg,39,train,46.3833333,11.85,7,5,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140521_123841.jpg,54,train,49.7724798,9.9584878,5,16,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20131209_012213.jpg,26,train,47.0675219,7.0999358,12,3,Medium,
204,/gpfs/scratch/hc4549/weather/204/20130829_222000.jpg,59,train,41.702494694,-86.2378195222,8,13,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20121013_065414.jpg,33,train,47.3645089866,7.15401294173,10,9,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20130122_160833.jpg,30,train,49.7724798,9.9584878,1,16,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20130202_143925.jpg,31,train,33.7497447444,-84.3883686381,2,7,Many,
19834,/gpfs/scratch/hc4549/weather/19834/20140306_033245.jpg,50,train,28.2441768,-82.7192671,3,19,Many,
19388,/gpfs/scratch/hc4549/weather/19388/20131104_074416.jpg,38,train,57.6333,18.3,11,10,Many,
3888,/gpfs/scratch/hc4549/weather/3888/20130703_024225.jpg,49,train,42.2480919,3.1227702,7,3,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20131017_185403.jpg,53,train,28.7540844,-17.8861498,10,19,Many,
861,/gpfs/scratch/hc4549/weather/861/20141009_000600.jpg,49,train,36.0579,-112.1255,10,13,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20131228_213930.jpg,36,train,33.7497447444,-84.3883686381,12,14,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130707_152727.jpg,45,train,46.3833333,11.85,7,14,Many,
684,/gpfs/scratch/hc4549/weather/684/20131014_141154.jpg,45,train,37.2979,-79.9877,10,6,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20130805_020547.jpg,61,train,19.1998222193,-96.1388478948,8,17,Medium,
19388,/gpfs/scratch/hc4549/weather/19388/20130526_094414.jpg,42,train,57.6333,18.3,5,12,Many,
10870,/gpfs/scratch/hc4549/weather/10870/20130527_130805.jpg,43,train,47.6946284842,9.27217400644,5,13,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20120519_072412.jpg,38,train,47.3645089866,7.15401294173,5,5,Many,
10066,/gpfs/scratch/hc4549/weather/10066/20130324_092731.jpg,26,train,46.3833333,11.85,3,8,Medium,
861,/gpfs/scratch/hc4549/weather/861/20140905_163549.jpg,48,train,36.0579,-112.1255,9,8,Many,
3297,/gpfs/scratch/hc4549/weather/3297/20131203_160116.jpg,30,train,49.7522678667,-125.296347435,12,8,Many,
4679,/gpfs/scratch/hc4549/weather/4679/20140605_151020.jpg,48,train,49.5847611497,9.36662846022,6,17,Many,
623,/gpfs/scratch/hc4549/weather/623/20130728_074150.jpg,58,train,29.272958,-94.85084,7,0,Many,
8733,/gpfs/scratch/hc4549/weather/8733/20130927_010642.jpg,45,train,47.441685,8.620672,9,0,Many,
17218,/gpfs/scratch/hc4549/weather/17218/20130706_104013.jpg,44,train,44.08473,-66.1834478,7,9,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140711_080842.jpg,45,train,49.7724798,9.9584878,7,8,Many,
3396,/gpfs/scratch/hc4549/weather/3396/20140426_100845.jpg,43,train,49.7724798,9.9584878,4,10,Many,
204,/gpfs/scratch/hc4549/weather/204/20140603_111951.jpg,51,train,41.702494694,-86.2378195222,6,2,Many,
684,/gpfs/scratch/hc4549/weather/684/20131127_111146.jpg,35,train,37.2979,-79.9877,11,3,Many,
9730,/gpfs/scratch/hc4549/weather/9730/20130306_065704.jpg,48,train,-34.5806593772,-58.4284707051,3,7,Many,
623,/gpfs/scratch/hc4549/weather/623/20131022_204154.jpg,50,train,29.272958,-94.85084,10,13,Many,
17244,/gpfs/scratch/hc4549/weather/17244/20130707_080549.jpg,53,train,19.1998222193,-96.1388478948,7,5,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130810_105419.jpg,48,train,47.3645089866,7.15401294173,8,13,Many,
8438,/gpfs/scratch/hc4549/weather/8438/20130526_061639.jpg,51,train,38.9115347345,-97.212305746,5,0,Many,
5021,/gpfs/scratch/hc4549/weather/5021/20130823_224630.jpg,37,train,-30.0343080145,-51.2312634505,8,23,Many,
3297,/gpfs/scratch/hc4549/weather/3297/20130712_033117.jpg,47,train,49.7522678667,-125.296347435,7,22,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130109_162419.jpg,35,train,47.3645089866,7.15401294173,1,14,Many,
19306,/gpfs/scratch/hc4549/weather/19306/20130217_202331.jpg,41,train,37.20861,-113.02028,2,11,Many,
6798,/gpfs/scratch/hc4549/weather/6798/20131219_085353.jpg,50,train,28.7540844,-17.8861498,12,9,Many,
18590,/gpfs/scratch/hc4549/weather/18590/20131213_223929.jpg,42,train,33.7497447444,-84.3883686381,12,15,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20140306_042217.jpg,32,train,47.0675219,7.0999358,3,6,Many,
3837,/gpfs/scratch/hc4549/weather/3837/20130119_005214.jpg,26,train,47.0675219,7.0999358,1,0,Medium,
3888,/gpfs/scratch/hc4549/weather/3888/20130120_214219.jpg,34,train,42.2480919,3.1227702,1,22,Many,
260,/gpfs/scratch/hc4549/weather/260/20130221_231451.jpg,30,train,39.6421,-78.9125,2,15,Many,
162,/gpfs/scratch/hc4549/weather/162/20140704_200833.jpg,54,train,41.9797,-88.4061,7,10,Many,
4181,/gpfs/scratch/hc4549/weather/4181/20130602_171701.jpg,59,train,32.231328037,-110.946649929,6,7,Medium,
10917,/gpfs/scratch/hc4549/weather/10917/20120427_182445.jpg,51,train,47.3645089866,7.15401294173,4,16,Many,
162,/gpfs/scratch/hc4549/weather/162/20140403_100837.jpg,33,train,41.9797,-88.4061,4,0,Many,
10917,/gpfs/scratch/hc4549/weather/10917/20130217_072417.jpg,21,train,47.3645089866,7.15401294173,2,5,Medium,
3396,/gpfs/scratch/hc4549/weather/3396/20130331_103836.jpg,30,train,49.7724798,9.9584878,3,9,Many,
260,/gpfs/scratch/hc4549/weather/260/20140720_004452.jpg,53,train,39.6421,-78.9125,7,22,Many,
